ID,FDR,p_value,t,B,logFC
11747937_a_at,0.0368,0.00030983,-7.03,0.93126,-3.4
11733124_a_at,0.0368,0.00031186,-7.02,0.92486,-1.53
11739696_s_at,0.0368,0.00031198,-7.02,0.9245,-3.32
11721754_x_at,0.0368,0.0003121,-7.02,0.92412,-2.28
11731064_a_at,0.0368,0.00031258,7.02,0.92262,1.85
11722414_at,0.0368,0.0003134,-7.02,0.92006,-3.57
11754596_x_at,0.0368,0.00031376,-7.01,0.91894,-3.19
11745283_a_at,0.0368,0.00031444,7.01,0.9168,2.87
11718486_a_at,0.0368,0.00031448,-7.01,0.91667,-1.93
11749481_a_at,0.0368,0.00031475,-7.01,0.91585,-2.39
11736740_a_at,0.0368,0.00031509,-7.01,0.91479,-3.85
11749747_s_at,0.0368,0.00031694,-7,0.90906,-3.42
11756666_x_at,0.0368,0.00031729,-7,0.90799,-2.55
11755267_x_at,0.0368,0.00031742,-7,0.9076,-1.87
11739453_a_at,0.0368,0.0003184,-7,0.90457,-2.76
11743692_a_at,0.0368,0.00031891,-6.99,0.90301,-2.98
11749610_a_at,0.0368,0.00031901,-6.99,0.90269,-4.47
11727462_a_at,0.037,0.00032107,-6.99,0.8964,-2.51
11751141_a_at,0.0371,0.00032259,-6.98,0.89177,-1.56
11730553_a_at,0.0371,0.00032331,-6.98,0.88961,-2.97
11732514_s_at,0.0372,0.00032548,-6.97,0.88306,-2.38
11751713_a_at,0.0374,0.00032805,-6.96,0.87534,-1.74
11746064_a_at,0.0374,0.0003301,-6.95,0.86924,-2.42
11749565_s_at,0.0374,0.00033374,-6.94,0.85849,-2.82
11720486_a_at,0.0374,0.000334,-6.94,0.85773,-2.4
11745284_x_at,0.0374,0.00033589,6.93,0.85222,2.23
11716156_a_at,0.0374,0.00033636,-6.93,0.85083,-4.26
11745890_x_at,0.0374,0.00033659,-6.93,0.85017,-2.68
11723954_s_at,0.0374,0.00033745,-6.93,0.84768,-2.44
11747620_a_at,0.0374,0.00033756,-6.93,0.84736,-2.27
11717238_a_at,0.0374,0.0003381,-6.92,0.84578,-3.17
11747792_a_at,0.0374,0.00033901,-6.92,0.84314,-2.3
11740880_x_at,0.0374,0.00033993,-6.92,0.84049,-2.35
11739237_s_at,0.0374,0.0003406,-6.92,0.83855,-2.36
11721276_s_at,0.0374,0.0003407,-6.91,0.83827,-1.85
11739059_a_at,0.0374,0.00034174,-6.91,0.83529,-2.98
11758711_x_at,0.0374,0.00034654,-6.89,0.82159,-1.53
11747058_a_at,0.0374,0.00034663,-6.89,0.82136,-3.38
11738058_s_at,0.0374,0.00034664,-6.89,0.82132,-2.37
11756180_a_at,0.0374,0.0003471,-6.89,0.82003,-2.55
11757979_x_at,0.0374,0.00034711,-6.89,0.82,-1.85
11743482_s_at,0.0374,0.00034715,-6.89,0.81988,-3.27
11747690_s_at,0.0374,0.00034715,-6.89,0.81988,-3.27
11719891_s_at,0.0374,0.00034942,-6.88,0.81349,-2.83
11722510_at,0.0374,0.00034953,-6.88,0.81316,-3.7
11745025_a_at,0.0374,0.00034972,-6.88,0.81263,-2.68
11739083_a_at,0.0374,0.00034995,-6.88,0.81199,-2.64
11751688_a_at,0.0374,0.00035027,-6.88,0.8111,-3.22
11717314_a_at,0.0374,0.00035253,-6.87,0.80479,-2.73
11744668_x_at,0.0374,0.00035257,-6.87,0.80466,-2.32
11748626_a_at,0.0374,0.00035329,6.87,0.80268,2.4
11745350_x_at,0.0374,0.00035334,-6.87,0.80253,-2.47
11742764_at,0.0374,0.00035394,-6.87,0.80085,-3.42
11753697_x_at,0.0374,0.00035423,-6.87,0.80004,-2.33
11722240_a_at,0.0374,0.00035506,-6.87,0.79775,-1.86
11716585_a_at,0.0374,0.00035543,-6.86,0.79672,-2.56
11720298_at,0.0374,0.00035814,-6.85,0.78927,-3.02
11746197_a_at,0.0374,0.0003588,-6.85,0.78747,-1.83
11746639_a_at,0.0374,0.00035952,-6.85,0.78551,-2.09
11752789_s_at,0.0374,0.00036034,-6.85,0.78325,-2.14
11747202_x_at,0.0374,0.00036101,-6.85,0.78142,-2.86
11753546_a_at,0.0374,0.00036144,-6.84,0.78026,-1.77
11715132_x_at,0.0374,0.00036181,-6.84,0.77926,-5.23
11722165_a_at,0.0374,0.00036238,6.84,0.7777,1.64
11757332_x_at,0.0374,0.00036298,-6.84,0.77607,-3.58
11739833_a_at,0.0374,0.0003632,-6.84,0.77549,-2.09
11757735_s_at,0.0374,0.00036325,-6.84,0.77535,-2.08
11733871_a_at,0.0374,0.00036462,-6.83,0.77165,-3.35
11736477_a_at,0.0374,0.00036489,-6.83,0.77093,-2.37
11746720_a_at,0.0374,0.00036513,-6.83,0.77028,-1.83
11749302_s_at,0.0374,0.00036524,-6.83,0.76998,-4.13
11741586_a_at,0.0374,0.00036526,-6.83,0.76993,-2.7
11750128_s_at,0.0374,0.00036703,-6.83,0.76517,-2.22
11755523_a_at,0.0374,0.00036758,-6.82,0.7637,-2.78
11717197_x_at,0.0378,0.0003716,-6.81,0.75301,-2.54
11720380_a_at,0.0378,0.00037219,-6.81,0.75144,-2.9
11736437_a_at,0.0378,0.00037339,-6.8,0.74829,-3.3
11757438_x_at,0.0378,0.00037402,-6.8,0.74662,-2.66
11716561_x_at,0.0379,0.00037567,-6.8,0.74228,-1.9
11748109_a_at,0.0379,0.00037796,-6.79,0.73631,-2.62
11757124_x_at,0.0379,0.00037848,6.79,0.73495,1.68
11757281_a_at,0.0379,0.00037915,-6.79,0.7332,-2.2
11731031_at,0.0379,0.00038023,-6.78,0.7304,-2.37
11717060_a_at,0.0379,0.00038024,-6.78,0.73037,-2.06
11721680_a_at,0.0379,0.00038085,-6.78,0.7288,-2.21
11751443_a_at,0.0379,0.00038191,6.78,0.72608,1.63
11724226_at,0.0379,0.00038259,-6.78,0.7243,-2.33
11728033_at,0.0379,0.00038328,-6.77,0.72253,-2.05
11717020_a_at,0.0379,0.00038441,-6.77,0.71965,-1.93
11752357_a_at,0.0379,0.00038607,-6.77,0.71539,-2.09
11730657_a_at,0.0379,0.00038657,-6.76,0.71413,-4
11739978_s_at,0.0379,0.00038873,-6.76,0.70864,-4.55
11726592_at,0.0379,0.00039041,-6.75,0.70437,-2.23
11763688_at,0.0379,0.00039231,6.75,0.69961,1.51
11752607_a_at,0.0379,0.00039501,-6.74,0.69283,-3.52
11750333_a_at,0.0379,0.00039539,6.74,0.69189,1.66
11748307_a_at,0.0379,0.00039541,-6.74,0.69185,-2.39
11757038_x_at,0.0379,0.00039558,-6.74,0.69141,-1.67
11759396_a_at,0.0379,0.00039565,6.74,0.69123,1.69
11739031_s_at,0.0379,0.00039644,-6.73,0.68927,-1.87
11753092_s_at,0.0379,0.00039749,-6.73,0.68666,-2.58
11743252_a_at,0.0379,0.00039793,6.73,0.68558,3.41
11724510_at,0.0379,0.0003984,-6.73,0.68442,-4.82
11746548_s_at,0.0379,0.00039905,-6.73,0.68279,-1.93
11758745_at,0.0379,0.00040005,-6.72,0.68032,-1.78
11735913_s_at,0.0379,0.00040063,6.72,0.6789,1.59
11749613_a_at,0.0379,0.00040084,-6.72,0.67838,-3.16
11741883_a_at,0.0379,0.00040088,-6.72,0.67829,-1.93
11756553_a_at,0.0379,0.00040142,-6.72,0.67697,-2
11740064_a_at,0.0379,0.00040334,-6.71,0.67225,-1.72
11753739_a_at,0.0379,0.00040439,-6.71,0.66969,-1.71
11756243_a_at,0.0379,0.00040515,-6.71,0.66783,-1.86
11722018_a_at,0.0379,0.00040552,-6.71,0.66693,-3.68
11752522_a_at,0.0379,0.0004066,6.7,0.66432,1.57
11716083_a_at,0.0379,0.00040662,-6.7,0.66426,-2.88
11751750_a_at,0.0379,0.000407,-6.7,0.66334,-3.21
11721477_a_at,0.0379,0.00040702,-6.7,0.66328,-2.12
11716223_a_at,0.0379,0.00040744,-6.7,0.66228,-2.48
11720188_a_at,0.0379,0.00041008,-6.69,0.65591,-2.82
11760580_at,0.0379,0.00041035,6.69,0.65525,1.5
11756480_s_at,0.0379,0.00041124,-6.69,0.65312,-2.85
11715979_x_at,0.0379,0.00041197,-6.69,0.65137,-1.97
11736250_a_at,0.0379,0.00041219,-6.69,0.65082,-2.85
11756388_s_at,0.0379,0.00041306,-6.69,0.64874,-1.72
11743545_a_at,0.0379,0.00041318,-6.69,0.64847,-2.16
11746616_a_at,0.0379,0.00041381,-6.68,0.64696,-1.89
11756214_x_at,0.0379,0.00041408,-6.68,0.64631,-1.89
11728238_x_at,0.0379,0.00041508,-6.68,0.64394,-2.29
11722192_s_at,0.0379,0.00041508,-6.68,0.64393,-1.73
11751727_s_at,0.0379,0.00041713,-6.67,0.63907,-2.74
11739227_a_at,0.0379,0.00041932,-6.67,0.63389,-2.46
11716766_a_at,0.0379,0.00041953,-6.67,0.6334,-3.19
11761292_x_at,0.0379,0.00042048,6.66,0.63117,1.64
11718848_a_at,0.0379,0.00042172,-6.66,0.62826,-4.23
11742765_at,0.0379,0.00042179,-6.66,0.62809,-4.49
11752964_a_at,0.0379,0.00042187,-6.66,0.62791,-1.74
11720485_s_at,0.0379,0.00042235,-6.66,0.62679,-1.66
11755054_x_at,0.0379,0.00042235,-6.66,0.62678,-2.35
11747533_a_at,0.0379,0.00042248,-6.66,0.62646,-2.39
11721245_s_at,0.0379,0.00042369,6.66,0.62365,4.46
11724517_s_at,0.0379,0.00042462,-6.65,0.62149,-2.08
11717086_x_at,0.0379,0.00042475,-6.65,0.62118,-1.69
11747313_a_at,0.038,0.00042582,-6.65,0.61868,-1.88
11739176_at,0.0382,0.00042958,-6.64,0.61001,-2.6
11754759_a_at,0.0382,0.000431,-6.64,0.60673,-2.34
11760378_at,0.0382,0.0004311,-6.64,0.60651,-1.51
11722657_x_at,0.0382,0.00043294,-6.63,0.60229,-1.67
11756525_a_at,0.0382,0.00043307,-6.63,0.60199,-3.75
11747151_a_at,0.0382,0.00043308,-6.63,0.60198,-2.16
11735042_a_at,0.0382,0.00043539,-6.62,0.59672,-3.8
11721018_at,0.0382,0.00043571,-6.62,0.59598,-2.1
11756413_a_at,0.0382,0.00043652,6.62,0.59414,1.65
11742457_s_at,0.0382,0.00043823,-6.62,0.59028,-2.92
11731934_at,0.0382,0.00043894,6.61,0.58868,1.54
11757123_at,0.0382,0.00044009,6.61,0.58609,1.57
11759307_at,0.0382,0.00044084,-6.61,0.5844,-3.49
11723901_a_at,0.0382,0.00044089,-6.61,0.5843,-3.01
11755510_a_at,0.0382,0.00044115,-6.61,0.58371,-2.72
11762070_a_at,0.0382,0.00044248,6.61,0.58073,1.6
11721282_a_at,0.0382,0.00044308,-6.6,0.57939,-2.51
11754937_a_at,0.0382,0.00044343,-6.6,0.5786,-3.38
11726874_a_at,0.0382,0.00044357,6.6,0.57829,1.58
11727680_a_at,0.0382,0.00044584,-6.6,0.57325,-2.39
11720323_s_at,0.0382,0.00044663,-6.59,0.57149,-2.88
11763033_at,0.0382,0.00044812,-6.59,0.56818,-2.11
11740101_at,0.0382,0.00044879,-6.59,0.5667,-3.07
11715853_a_at,0.0382,0.00044889,6.59,0.56648,1.52
11747048_a_at,0.0382,0.00045038,-6.58,0.5632,-1.99
11721285_a_at,0.0382,0.00045122,-6.58,0.56137,-2.2
11715436_at,0.0382,0.00045168,6.58,0.56035,3.5
11754000_x_at,0.0382,0.00045311,-6.58,0.55722,-4.25
11750723_x_at,0.0382,0.00045479,-6.57,0.55355,-2.9
11747643_s_at,0.0382,0.00045567,-6.57,0.55165,-2.33
11750794_x_at,0.0382,0.00045588,6.57,0.55119,1.57
11745381_a_at,0.0382,0.00045673,-6.57,0.54933,-3.23
11724149_a_at,0.0382,0.00045778,-6.57,0.54706,-3.36
11717248_s_at,0.0382,0.00045806,-6.56,0.54646,-1.74
11718620_a_at,0.0382,0.00045839,6.56,0.54575,1.54
11755897_a_at,0.0382,0.00045895,6.56,0.54454,4.29
11757361_x_at,0.0382,0.00046074,-6.56,0.54067,-2.43
11728034_a_at,0.0382,0.00046117,-6.56,0.53975,-1.81
11716349_a_at,0.0382,0.0004623,-6.55,0.53732,-2.09
11746776_a_at,0.0382,0.00046255,-6.55,0.53679,-1.72
11736010_at,0.0382,0.00046334,-6.55,0.5351,-2.92
11743881_s_at,0.0382,0.00046366,-6.55,0.53441,-2.19
11724679_a_at,0.0382,0.00046399,-6.55,0.53371,-2.19
11746380_a_at,0.0382,0.00046472,6.55,0.53215,1.54
11746566_x_at,0.0382,0.00046589,-6.55,0.52964,-2.13
11747745_a_at,0.0382,0.00046794,-6.54,0.5253,-1.59
11725461_s_at,0.0382,0.0004684,-6.54,0.52434,-1.72
11726037_a_at,0.0382,0.00046948,-6.54,0.52205,-2.23
11716033_at,0.0382,0.00046978,6.54,0.52142,1.62
11739107_a_at,0.0382,0.00046984,-6.54,0.52128,-2.32
11720965_at,0.0382,0.00047133,-6.53,0.51814,-2.15
11726757_s_at,0.0382,0.00047273,-6.53,0.5152,-1.99
11737718_a_at,0.0382,0.00047318,-6.53,0.51425,-2.23
11725257_at,0.0382,0.00047322,6.53,0.51417,1.59
11720747_a_at,0.0382,0.0004734,-6.53,0.51379,-2.76
11723178_s_at,0.0382,0.00047397,-6.53,0.51259,-1.64
11743754_a_at,0.0382,0.00047447,-6.52,0.51156,-1.89
11744412_a_at,0.0382,0.00047454,-6.52,0.5114,-2.19
11748582_a_at,0.0382,0.00047538,6.52,0.50965,1.57
11755524_a_at,0.0382,0.00047558,-6.52,0.50923,-1.48
11748101_a_at,0.0382,0.00047649,6.52,0.50734,2.09
11756402_a_at,0.0382,0.0004766,-6.52,0.5071,-1.56
11744360_x_at,0.0383,0.00047908,-6.51,0.50195,-3.37
11730916_a_at,0.0383,0.00047941,-6.51,0.50128,-3.57
11743688_at,0.0385,0.00048278,6.5,0.49433,1.47
11746451_a_at,0.0385,0.00048362,-6.5,0.4926,-2.08
11717746_a_at,0.0385,0.00048598,-6.5,0.48777,-4.25
11718540_at,0.0385,0.00048638,-6.5,0.48695,-2.87
11749059_x_at,0.0385,0.00048752,-6.49,0.48462,-3.41
11739104_x_at,0.0385,0.00048779,-6.49,0.48407,-3.16
11750174_a_at,0.0385,0.00048874,6.49,0.48215,2.05
11734797_x_at,0.0385,0.00049016,-6.49,0.47927,-3.65
11741849_x_at,0.0385,0.00049023,6.49,0.47913,1.56
11743114_at,0.0385,0.00049159,-6.48,0.47637,-2.73
11732201_a_at,0.0385,0.00049162,-6.48,0.4763,-2.62
11717016_a_at,0.0385,0.00049188,-6.48,0.47577,-2.76
11716101_s_at,0.0385,0.00049212,-6.48,0.4753,-2.16
11751802_a_at,0.0387,0.00049642,-6.47,0.46665,-2.22
11743665_at,0.0387,0.00049729,-6.47,0.46492,-2.01
11730212_a_at,0.0387,0.00049774,-6.47,0.46401,-1.58
11750510_a_at,0.0387,0.00049862,6.47,0.46226,1.66
11717155_a_at,0.0387,0.00049998,-6.46,0.45955,-2.69
11757841_s_at,0.0387,0.00050067,-6.46,0.45817,-2.57
11748316_x_at,0.0387,0.00050152,6.46,0.4565,1.61
11719270_s_at,0.0387,0.0005032,-6.46,0.45317,-1.7
11752588_s_at,0.0387,0.00050398,-6.46,0.45164,-3.4
11730876_a_at,0.0387,0.00050403,-6.45,0.45153,-2.44
11724448_a_at,0.0387,0.00050512,-6.45,0.44939,-3
11717660_a_at,0.0387,0.00050663,-6.45,0.44641,-2.05
11741522_a_at,0.0387,0.00050684,6.45,0.446,1.53
11743478_a_at,0.0387,0.00050767,-6.45,0.44439,-2.16
11748577_a_at,0.0387,0.00050782,-6.45,0.44408,-1.83
11745084_a_at,0.0387,0.00050828,-6.45,0.44318,-1.63
11720315_x_at,0.0387,0.00050851,-6.44,0.44274,-1.96
11724784_at,0.0387,0.00051032,-6.44,0.43921,-3.21
11743901_s_at,0.0387,0.00051144,-6.44,0.43702,-2
11724183_a_at,0.0387,0.00051163,6.44,0.43666,1.51
11752360_s_at,0.0387,0.00051257,-6.44,0.43482,-2.09
11743064_at,0.0387,0.00051298,-6.43,0.43404,-1.93
11715336_x_at,0.0387,0.00051327,6.43,0.43347,1.45
11716990_at,0.0387,0.0005133,-6.43,0.43342,-1.83
11741510_a_at,0.0387,0.0005138,-6.43,0.43245,-2.33
11724316_a_at,0.0387,0.00051467,6.43,0.43076,1.44
11731632_s_at,0.0387,0.00051608,-6.43,0.42805,-2.85
11759555_s_at,0.0388,0.00051709,-6.43,0.42609,-3.08
11718525_s_at,0.0388,0.00051914,-6.42,0.42215,-2.68
11739473_a_at,0.0388,0.00051934,6.42,0.42178,1.68
11737104_at,0.0388,0.00052018,-6.42,0.42016,-1.65
11718487_x_at,0.0389,0.00052165,-6.42,0.41735,-1.96
11758663_s_at,0.039,0.00052389,-6.41,0.41309,-2.25
11750438_x_at,0.039,0.00052572,-6.41,0.40963,-1.98
11715244_x_at,0.0391,0.00052779,6.4,0.40571,1.49
200073_PM_s_at,0.0393,0.00053131,-6.39,0.3991,-2.69
11726050_a_at,0.0393,0.00053179,-6.39,0.39818,-4.05
11738017_s_at,0.0393,0.00053222,6.39,0.39739,1.58
11742282_a_at,0.0393,0.00053281,-6.39,0.39629,-2.48
11751450_a_at,0.0393,0.00053436,-6.39,0.3934,-2.15
11739635_at,0.0393,0.00053499,-6.39,0.39221,-2.41
11733918_a_at,0.0393,0.00053518,-6.39,0.39186,-3.16
11726630_a_at,0.0393,0.0005361,-6.38,0.39015,-3.32
11733794_at,0.0393,0.00053669,-6.38,0.38906,-2.23
11754478_x_at,0.0393,0.0005382,-6.38,0.38625,-1.69
11760430_at,0.0393,0.00053859,-6.38,0.38554,-3.11
11741660_a_at,0.0393,0.00053956,-6.38,0.38374,-3.62
11762101_at,0.0393,0.00054071,6.38,0.38163,1.48
11718803_a_at,0.0394,0.00054365,-6.37,0.37622,-2.57
11739079_a_at,0.0394,0.00054472,-6.37,0.37427,-2.2
11721246_x_at,0.0394,0.00054595,6.36,0.37201,3.62
11726805_s_at,0.0394,0.00054598,-6.36,0.37197,-1.67
11717364_a_at,0.0394,0.00054679,-6.36,0.37049,-3.71
11722729_a_at,0.0394,0.00054747,-6.36,0.36924,-2.23
11719858_a_at,0.0394,0.00054748,-6.36,0.36922,-2.69
11748706_a_at,0.0394,0.00054846,-6.36,0.36745,-1.92
11717847_a_at,0.0395,0.00055036,-6.36,0.36399,-2.37
11720088_x_at,0.0396,0.00055221,6.35,0.36065,1.72
11736055_at,0.0396,0.00055316,-6.35,0.35894,-2.02
11726043_a_at,0.0396,0.00055355,-6.35,0.35823,-1.68
11719371_a_at,0.0396,0.0005557,-6.34,0.35436,-2.04
11744409_a_at,0.0396,0.00055625,-6.34,0.35337,-1.83
11762000_at,0.0397,0.00055909,6.34,0.3483,1.57
11744456_s_at,0.0397,0.00055973,-6.34,0.34716,-2.15
11722196_x_at,0.0397,0.00056144,-6.33,0.34412,-2.69
11718029_a_at,0.0397,0.00056149,-6.33,0.34403,-2.1
11754210_a_at,0.0397,0.00056151,6.33,0.344,1.67
11751697_a_at,0.0397,0.00056221,-6.33,0.34275,-1.46
11754991_a_at,0.0397,0.00056307,-6.33,0.34123,-2.56
11731751_at,0.0397,0.0005656,-6.32,0.33675,-2.58
11724190_s_at,0.0397,0.00056617,-6.32,0.33575,-1.73
11718879_s_at,0.0397,0.00056678,-6.32,0.33468,-2.67
11719227_x_at,0.0397,0.00056702,-6.32,0.33426,-2.68
11761000_at,0.0397,0.00056708,6.32,0.33414,1.48
11746393_x_at,0.0397,0.00056777,-6.32,0.33294,-2.48
11757638_s_at,0.0398,0.00057016,6.32,0.32875,2.21
11724484_a_at,0.0398,0.00057082,-6.31,0.32758,-2.15
11748372_a_at,0.0398,0.00057102,-6.31,0.32723,-1.86
11738117_at,0.0398,0.00057301,6.31,0.32377,1.58
11763760_a_at,0.0398,0.00057342,6.31,0.32305,1.46
11749022_x_at,0.0399,0.00057836,-6.3,0.31448,-2.67
11723012_a_at,0.0399,0.0005789,-6.3,0.31356,-2.45
11736816_a_at,0.0399,0.00057905,6.3,0.3133,1.79
11755128_s_at,0.0399,0.00057983,-6.3,0.31195,-1.63
11739312_a_at,0.0399,0.00058014,-6.3,0.31143,-1.76
11723255_x_at,0.0399,0.00058018,-6.3,0.31136,-2.71
11720666_at,0.0399,0.00058084,-6.29,0.31021,-2.58
11735184_at,0.0399,0.00058181,-6.29,0.30855,-2.35
11726718_a_at,0.0399,0.00058223,-6.29,0.30783,-2.42
11728405_s_at,0.04,0.00058453,-6.29,0.3039,-3.3
11724564_a_at,0.04,0.0005867,-6.28,0.3002,-2.05
11722852_s_at,0.04,0.00058691,-6.28,0.29984,-1.61
11722890_a_at,0.04,0.00058982,6.28,0.2949,1.73
11727230_a_at,0.04,0.00059054,-6.28,0.29368,-1.89
11751629_a_at,0.04,0.00059093,-6.28,0.29302,-3.33
11756055_x_at,0.04,0.00059381,6.27,0.28815,1.47
11742815_x_at,0.04,0.00059455,6.27,0.28691,1.63
11739680_a_at,0.04,0.00059548,-6.27,0.28536,-2.69
11746785_a_at,0.04,0.00059622,-6.27,0.28411,-2.27
11723057_x_at,0.04,0.0005965,-6.26,0.28364,-2.32
11745995_x_at,0.04,0.00059657,6.26,0.28352,1.55
11757599_x_at,0.04,0.00059668,-6.26,0.28333,-1.56
11727698_a_at,0.04,0.00059694,6.26,0.28291,1.43
11719630_a_at,0.04,0.00059782,-6.26,0.28143,-2.72
11748728_a_at,0.04,0.00059801,6.26,0.28111,1.49
11747605_a_at,0.04,0.00059823,-6.26,0.28074,-2.53
11742128_x_at,0.04,0.00059883,-6.26,0.27974,-2.71
11717975_a_at,0.04,0.00059983,-6.26,0.27808,-2.26
11744528_s_at,0.04,0.0006002,-6.26,0.27747,-1.8
11722179_a_at,0.04,0.00060053,-6.26,0.27692,-2.54
11755055_a_at,0.0401,0.00060165,-6.26,0.27505,-3.15
11720647_a_at,0.0401,0.00060433,-6.25,0.27061,-1.94
11738483_a_at,0.0401,0.00060479,-6.25,0.26985,-3.83
11745813_a_at,0.0401,0.00060496,6.25,0.26956,1.55
11734895_at,0.0402,0.00060715,6.24,0.26595,1.48
11758988_at,0.0402,0.00060787,6.24,0.26477,2.01
11716657_at,0.0402,0.00060828,-6.24,0.2641,-1.9
11715168_s_at,0.0402,0.00060917,6.24,0.26264,1.5
11725312_a_at,0.0403,0.0006122,-6.24,0.25768,-1.61
11722123_a_at,0.0403,0.00061225,6.24,0.25759,1.5
11758563_at,0.0403,0.00061408,-6.23,0.2546,-2.64
11736549_a_at,0.0403,0.00061568,-6.23,0.252,-3.7
11718908_s_at,0.0403,0.00061573,-6.23,0.25193,-4.28
11720483_x_at,0.0403,0.00061631,-6.23,0.25097,-2.38
11720466_a_at,0.0404,0.00061764,-6.23,0.24881,-3.23
11728130_a_at,0.0404,0.00061854,-6.22,0.24736,-2.46
11750311_a_at,0.0404,0.0006229,6.22,0.24034,1.39
11722040_a_at,0.0404,0.00062379,-6.21,0.2389,-1.91
11748098_a_at,0.0404,0.00062458,-6.21,0.23764,-3.07
11715829_at,0.0404,0.00062498,6.21,0.237,1.43
11751354_a_at,0.0404,0.00062598,-6.21,0.23541,-2.22
11761920_at,0.0404,0.00062605,6.21,0.23528,1.49
11759248_at,0.0404,0.0006282,-6.21,0.23186,-2.23
11750240_a_at,0.0404,0.0006285,-6.21,0.23138,-1.82
11735321_a_at,0.0404,0.00062952,6.2,0.22975,1.37
11741716_a_at,0.0404,0.00063035,6.2,0.22844,1.47
11727775_s_at,0.0404,0.00063402,-6.2,0.22262,-2.56
11762244_at,0.0404,0.00063416,6.2,0.22241,1.68
11743315_a_at,0.0404,0.00063417,-6.2,0.22239,-2.1
11732105_at,0.0404,0.00063425,-6.2,0.22226,-1.73
11717769_at,0.0404,0.00063532,-6.19,0.22057,-1.59
11730936_s_at,0.0404,0.00063652,-6.19,0.21868,-2.2
11755691_a_at,0.0404,0.00063716,6.19,0.21767,1.51
11747659_a_at,0.0404,0.00063757,6.19,0.21703,1.53
11725655_at,0.0404,0.00063821,-6.19,0.21602,-2.41
11747204_a_at,0.0404,0.00063855,6.19,0.2155,1.54
11750222_a_at,0.0404,0.00063917,-6.19,0.21453,-2.39
11754967_s_at,0.0404,0.00063962,-6.19,0.21381,-2.38
11727950_s_at,0.0404,0.00064021,-6.19,0.21289,-2.06
11719383_x_at,0.0404,0.00064386,-6.18,0.2072,-2.81
200057_PM_s_at,0.0404,0.00064415,-6.18,0.20675,-1.78
11749317_a_at,0.0404,0.00064488,-6.18,0.20561,-2.66
11751128_x_at,0.0404,0.00064512,-6.18,0.20525,-1.78
11751762_s_at,0.0404,0.00064528,-6.18,0.205,-2.48
11762747_at,0.0404,0.00064552,6.18,0.20462,4.39
11732811_a_at,0.0404,0.00064622,-6.18,0.20354,-1.59
11759554_at,0.0404,0.00064821,-6.17,0.20046,-2.36
11743322_at,0.0404,0.00064945,-6.17,0.19854,-2.3
11751516_a_at,0.0404,0.00064991,6.17,0.19784,1.41
11743348_a_at,0.0404,0.00065028,-6.17,0.19726,-2.76
11722608_at,0.0404,0.00065071,6.17,0.19661,1.42
11758121_s_at,0.0404,0.00065198,-6.17,0.19465,-2.74
11743804_at,0.0404,0.00065343,-6.16,0.19242,-2.79
11724062_a_at,0.0404,0.00065426,-6.16,0.19116,-3.38
11727844_a_at,0.0404,0.0006561,6.16,0.18834,1.4
11717892_a_at,0.0404,0.00065773,-6.16,0.18585,-2.19
11720330_at,0.0404,0.00065817,-6.16,0.18518,-2.05
11747298_a_at,0.0404,0.00065967,6.15,0.1829,3.08
11722430_at,0.0404,0.00066032,6.15,0.1819,1.47
11725944_a_at,0.0404,0.00066063,-6.15,0.18143,-1.63
11746376_a_at,0.0404,0.00066096,-6.15,0.18095,-2.1
11742719_s_at,0.0404,0.00066139,-6.15,0.18029,-1.87
11731652_a_at,0.0404,0.00066267,-6.15,0.17834,-2.16
11762728_x_at,0.0404,0.0006635,6.15,0.1771,1.74
11738461_x_at,0.0404,0.00066477,6.14,0.17518,1.57
11744340_s_at,0.0404,0.00066478,-6.14,0.17516,-3.63
11717947_a_at,0.0404,0.00066533,-6.14,0.17433,-1.51
11734516_at,0.0404,0.00066588,6.14,0.17351,1.46
11741236_a_at,0.0404,0.00066645,6.14,0.17264,1.47
11745096_a_at,0.0404,0.00066656,6.14,0.17248,1.47
11752630_x_at,0.0404,0.00066672,-6.14,0.17224,-2.71
11742264_x_at,0.0404,0.00066814,6.14,0.17011,1.46
11724509_a_at,0.0404,0.00066983,-6.14,0.16757,-5.29
11734662_a_at,0.0404,0.0006704,-6.14,0.16672,-4.1
11725205_x_at,0.0404,0.00067048,6.14,0.16661,1.41
11751872_x_at,0.0404,0.00067057,6.13,0.16647,1.38
11744720_a_at,0.0404,0.00067214,6.13,0.16412,1.83
11719625_a_at,0.0404,0.00067286,-6.13,0.16305,-2.03
11734840_x_at,0.0404,0.00067291,-6.13,0.16297,-2.35
11723432_s_at,0.0404,0.00067299,-6.13,0.16286,-2.68
11760200_a_at,0.0404,0.00067393,-6.13,0.16145,-4.34
11739339_s_at,0.0404,0.00067406,-6.13,0.16127,-3.61
11749722_a_at,0.0404,0.00067468,-6.13,0.16034,-2.7
11725752_x_at,0.0404,0.00067784,-6.12,0.15565,-3.66
11730778_a_at,0.0404,0.00067789,-6.12,0.15558,-1.95
11759935_at,0.0404,0.00067808,6.12,0.15531,1.67
11717817_a_at,0.0404,0.00068007,-6.12,0.15236,-1.75
11747713_a_at,0.0404,0.00068056,-6.12,0.15164,-2.52
11755982_a_at,0.0404,0.00068142,-6.12,0.15037,-1.98
11738584_x_at,0.0404,0.00068284,6.12,0.14828,1.41
11724678_a_at,0.0404,0.00068403,-6.11,0.14653,-3.43
