prob_id,control_1,control_2,control_3,case_1,case_2,case_3,logFC,p_value,t,FDR
11727309_a_at,4.87,4.57,4.45,6.33,5.6,6.97,1.67,0.01581193741986845,-4.023999033474668,0.026563293591373386
11730245_a_at,4.39,3.86,3.5,5.9,4.92,5.77,1.6133333333333337,0.01589419211422167,-4.017739056034063,0.03518100462728329
11719351_s_at,4.04,5.06,5.52,6.42,6.84,6.97,1.87,0.01615865928127763,-3.9978728283289025,0.049169788898280484
11717474_a_at,5.0,4.39,4.76,5.89,6.02,7.02,1.5933333333333328,0.016170974045573466,-3.9969573101019957,0.0020271379883066085
11725394_s_at,6.37,5.4,5.48,6.96,7.59,8.11,1.8033333333333337,0.01665102027808594,-3.9619083526378165,0.03400016481392886
11727069_at,4.81,4.14,3.88,6.48,5.56,5.6,1.6033333333333335,0.017177139111994037,-3.9248635939745733,0.02707341948128968
11723987_a_at,5.35,4.9,4.96,7.78,6.13,7.48,2.0599999999999996,0.01737569282042615,-3.911235733159798,0.01468918205114603
11719193_a_at,6.92,7.47,6.09,8.2,8.62,8.58,1.6399999999999997,0.01786268322255345,-3.8785874274714915,0.009764205412260425
11716491_s_at,5.3,4.36,4.94,6.56,5.87,6.94,1.5899999999999999,0.018744190126802562,-3.8221202926255686,0.0020117553880950705
11718629_at,6.5,6.17,6.29,7.15,7.86,8.48,1.5100000000000007,0.01891241879782716,-3.811705576938969,0.003927709985480337
11727573_a_at,5.99,6.22,5.66,7.24,8.51,7.24,1.706666666666667,0.01971182065599248,-3.7636885867193914,0.04917576130509684
11715284_x_at,7.25,8.71,8.5,9.86,10.17,9.76,1.7766666666666655,0.01972270577952601,-3.7630509281575577,0.0001249392112501804
11715435_s_at,3.48,3.71,4.01,8.12,6.04,5.71,2.890000000000001,0.019875811106890757,-3.7541262734218437,0.0002779858788795024
11716558_at,4.62,4.63,4.26,5.6,6.88,7.52,2.163333333333334,0.020004451823423138,-3.7466910357959495,0.001395401917508018
11725796_x_at,6.26,5.94,7.01,7.53,8.63,8.03,1.6599999999999993,0.020897453786103134,-3.6966045389840287,0.03887650302134768
11724295_at,6.28,5.39,6.11,7.07,8.17,8.73,2.0633333333333326,0.02096162057117606,-3.693104438888785,0.027498398376647602
11717192_x_at,4.96,4.84,4.15,6.01,7.15,5.94,1.7166666666666668,0.02118859413433415,-3.6808256856077826,0.0022472655328886794
11716250_a_at,7.68,7.12,7.04,9.6,8.26,8.75,1.589999999999999,0.02251491766826278,-3.6120819107904727,0.0016100376343218855
11717978_at,5.16,5.55,5.6,6.37,8.1,7.67,1.9433333333333325,0.02255534729139076,-3.610062836154184,0.002479668891438144
11722249_s_at,5.19,4.79,4.91,6.33,6.0,7.47,1.6366666666666667,0.023761678718826125,-3.551728710092855,0.011168868045201466
11727291_at,6.34,7.7,7.11,8.89,8.78,8.2,1.5733333333333333,0.024656820705495644,-3.510676662791731,0.030989935367467716
11716920_at,5.5,5.45,5.65,7.9,6.74,6.51,1.5166666666666657,0.0250784304391497,-3.491950928402427,0.0014674814242676853
11717853_at,6.65,6.46,6.81,9.1,7.92,7.66,1.586666666666667,0.025094745270948057,-3.4912338442800968,0.002933253916853884
11718733_a_at,6.42,5.66,5.97,6.95,7.9,8.53,1.7766666666666673,0.025184199805826802,-3.487311884257301,0.017568848406779827
11720078_a_at,4.19,4.04,4.32,5.24,5.3,6.56,1.5166666666666657,0.02573299050204366,-3.4636081039178834,0.03719455442412615
11718179_a_at,6.15,6.54,7.06,9.22,7.84,7.97,1.7600000000000007,0.02649296249000668,-3.431756353947998,0.005033391791045644
11729053_x_at,4.43,4.67,4.3,5.73,5.98,7.52,1.9433333333333342,0.027053542059646878,-3.4089487156208538,0.02946986742170846
11732109_at,4.4,4.32,4.27,6.02,5.54,7.52,2.0299999999999994,0.027343746447559252,-3.3973606763093676,0.04894571477066993
11715393_a_at,3.72,3.56,4.43,5.45,7.88,8.76,3.4599999999999995,0.027923258579310266,-3.3746507411859366,0.0008010044219189408
11724687_a_at,5.3,4.74,4.81,6.96,5.63,6.78,1.5066666666666677,0.029075763767664294,-3.3311021571812005,0.015874094290281086
11717321_at,5.01,5.66,5.05,9.08,6.44,9.02,2.9400000000000004,0.030384005685194546,-3.2840792558441296,0.01933311480008988
11731772_at,5.92,6.7,5.5,7.22,7.28,8.16,1.5133333333333336,0.03117350521598154,-3.2568450890592375,0.046511375604570984
11724069_at,4.93,4.71,5.25,6.03,6.07,7.38,1.5299999999999994,0.03129570902985938,-3.2527024639424638,0.013042426287449534
11715501_s_at,3.8,3.72,3.72,9.26,5.71,6.64,3.4566666666666666,0.03133451893376917,-3.25139082943403,0.000549531329538731
11718996_at,5.12,4.45,4.54,6.05,5.66,7.12,1.5733333333333341,0.0314169210888184,-3.2486122825289603,0.019832994030568613
11719855_a_at,6.89,6.75,6.86,7.87,8.09,9.5,1.6533333333333333,0.03207778846163134,-3.2266348164426115,0.005679692662755389
11727052_at,5.6,5.47,5.28,6.85,6.23,7.83,1.5199999999999996,0.03288783674396839,-3.200413745972785,0.03370067235385468
11723324_at,4.52,4.39,4.16,6.32,5.4,7.64,2.0966666666666667,0.0334109570196086,-3.1838817785349547,0.01933956543254414
11715533_a_at,6.59,6.32,6.38,8.81,7.13,8.03,1.5599999999999996,0.03388418264698039,-3.1691871861019862,0.00045845897138606503
11719981_a_at,3.68,3.36,3.89,9.45,5.25,7.95,3.9066666666666667,0.03436523753495819,-3.1544950891913857,0.014471188388074737
11716914_a_at,3.74,4.0,3.47,5.86,4.68,6.92,2.0833333333333335,0.03505565846138021,-3.1338263160243764,0.0011491623412596202
11715355_at,5.59,7.89,5.88,10.18,8.17,10.5,3.163333333333334,0.036926926667662986,-3.080130001459208,0.0006065797602543474
11729400_at,4.11,3.41,3.45,4.65,5.06,6.34,1.6933333333333338,0.038453079297602624,-3.0386492702866392,0.035775083553175886
11715437_at,6.56,4.49,4.3,8.04,6.95,9.17,2.9366666666666656,0.038486958803994005,-3.0377504363769314,0.00020951654127423887
11727094_at,2.91,2.48,2.84,5.61,4.17,3.74,1.7633333333333332,0.03857869256797636,-3.0353213573543196,0.022788913155626145
11724296_a_at,5.54,5.4,5.33,9.03,7.21,6.63,2.1999999999999975,0.038708478924209026,-3.031896195219506,0.01558515862213319
11721336_at,4.43,3.99,3.92,6.6,4.79,6.0,1.6833333333333336,0.03881421659931816,-3.0291156273363815,0.0073507803737649395
11722075_at,4.32,4.32,4.32,5.59,5.25,7.02,1.6333333333333329,0.03947560949624302,-3.011922004347898,0.00997298262899068
11722138_s_at,4.23,3.97,4.44,5.27,5.86,7.43,1.9733333333333327,0.04011734896283885,-2.995558640559233,0.01953751797008875
11724230_s_at,3.48,5.35,5.16,6.11,6.72,6.97,1.9366666666666674,0.04016451690283865,-2.9943680312383694,0.023002434081805506
11717578_a_at,5.44,6.49,6.93,8.52,7.32,9.02,2.000000000000001,0.04065338466602842,-2.9821235625256066,0.0017181400016743867
11720364_a_at,4.37,5.75,5.72,7.18,6.9,6.36,1.5333333333333332,0.0407974702280916,-2.978547535205586,0.008909524610399497
11729828_at,4.65,4.35,4.33,7.18,5.33,5.82,1.666666666666666,0.04153603181367854,-2.960446232086684,0.03532033992194374
11716708_a_at,4.4,3.36,3.79,4.55,5.97,6.04,1.6699999999999995,0.04316182034407295,-2.9218913360342182,0.001634936659632634
11724297_a_at,4.77,4.52,4.31,9.65,6.63,6.46,3.0466666666666686,0.04339833300882532,-2.9164239263512823,0.013196441771377285
11726831_at,4.6,4.41,4.55,5.7,5.68,7.51,1.7766666666666673,0.04343146961253204,-2.9156606907783496,0.021419321992209576
11726317_at,6.03,6.1,5.7,7.77,6.57,8.48,1.663333333333334,0.04351682362837641,-2.9136978542423675,0.034428543947230175
11725030_s_at,7.24,8.12,8.78,9.15,11.84,11.41,2.7533333333333356,0.043663044748420914,-2.9103457016119845,0.03405957908669633
11726691_a_at,3.62,3.45,3.9,5.46,4.19,5.91,1.5299999999999998,0.04505831888479588,-2.879002207357493,0.022313629667019764
11722780_at,6.0,5.72,5.79,7.17,6.55,8.33,1.5133333333333328,0.04574593517503641,-2.863968583833662,0.010237679696007857
11719413_a_at,5.61,5.34,5.32,7.99,6.0,7.39,1.7033333333333331,0.046188229333502175,-2.8544368158529014,0.006452866267269393
11715934_s_at,7.02,7.4,6.28,9.25,8.42,7.7,1.5566666666666675,0.048720226067921764,-2.801837498137527,0.0008845009184596892
11720905_at,4.58,6.48,5.17,7.25,6.71,7.21,1.6466666666666674,0.048721955994293624,-2.8018026539624263,0.006909262178538095
